time 	 cos(th) 	 sin(th) 	 theta 	 theta_dot 
2263.300 	 -0.560 	 0.829 	 2.165 	 	 -0.330 
2263.350 	 -0.562 	 0.827 	 2.167 	 	 0.040 
2263.400 	 -0.578 	 0.816 	 2.187 	 	 0.409 
2263.450 	 -0.609 	 0.793 	 2.226 	 	 0.769 
2263.500 	 -0.652 	 0.758 	 2.282 	 	 1.112 
2263.550 	 -0.705 	 0.709 	 2.353 	 	 1.429 
2263.600 	 -0.763 	 0.647 	 2.438 	 	 1.709 
2263.650 	 -0.822 	 0.570 	 2.536 	 	 1.943 
2263.700 	 -0.878 	 0.479 	 2.642 	 	 2.118 
2263.750 	 -0.925 	 0.379 	 2.753 	 	 2.226 
2263.800 	 -0.962 	 0.272 	 2.866 	 	 2.259 
2263.850 	 -0.986 	 0.164 	 2.976 	 	 2.212 
2263.900 	 -0.998 	 0.061 	 3.081 	 	 2.084 
2263.950 	 -0.999 	 -0.033 	 3.109 	 	 1.878 
2264.000 	 -0.994 	 -0.113 	 3.029 	 	 1.602 
2264.050 	 -0.985 	 -0.175 	 2.965 	 	 1.265 
2264.100 	 -0.976 	 -0.219 	 2.921 	 	 0.882 
2264.150 	 -0.970 	 -0.241 	 2.898 	 	 0.467 
2264.200 	 -0.970 	 -0.243 	 2.896 	 	 0.034 
2264.250 	 -0.975 	 -0.224 	 2.916 	 	 -0.399 
2264.300 	 -0.983 	 -0.183 	 2.957 	 	 -0.819 
2264.350 	 -0.992 	 -0.124 	 3.017 	 	 -1.208 
2264.400 	 -0.999 	 -0.046 	 3.095 	 	 -1.552 
2264.450 	 -0.999 	 0.045 	 3.096 	 	 -1.839 
2264.500 	 -0.989 	 0.148 	 2.993 	 	 -2.056 
2264.550 	 -0.967 	 0.255 	 2.883 	 	 -2.197 
2264.600 	 -0.932 	 0.363 	 2.771 	 	 -2.257 
2264.650 	 -0.886 	 0.464 	 2.659 	 	 -2.237 
2264.700 	 -0.831 	 0.556 	 2.552 	 	 -2.140 
2264.750 	 -0.772 	 0.635 	 2.453 	 	 -1.975 
2264.800 	 -0.714 	 0.700 	 2.366 	 	 -1.750 
2264.850 	 -0.660 	 0.751 	 2.292 	 	 -1.476 
2264.900 	 -0.615 	 0.788 	 2.234 	 	 -1.164 
2264.950 	 -0.582 	 0.813 	 2.192 	 	 -0.824 
2265.000 	 -0.563 	 0.826 	 2.169 	 	 -0.466 
2265.050 	 -0.559 	 0.829 	 2.164 	 	 -0.098 
2265.100 	 -0.570 	 0.821 	 2.178 	 	 0.272 
2265.150 	 -0.596 	 0.803 	 2.210 	 	 0.637 
2265.200 	 -0.635 	 0.772 	 2.259 	 	 0.987 
2265.250 	 -0.684 	 0.729 	 2.325 	 	 1.315 
2265.300 	 -0.741 	 0.672 	 2.405 	 	 1.610 
2265.350 	 -0.800 	 0.600 	 2.498 	 	 1.862 
2265.400 	 -0.858 	 0.514 	 2.601 	 	 2.061 
2265.450 	 -0.909 	 0.417 	 2.711 	 	 2.195 
2265.500 	 -0.950 	 0.312 	 2.824 	 	 2.256 
2265.550 	 -0.979 	 0.204 	 2.936 	 	 2.239 
2265.600 	 -0.995 	 0.099 	 3.043 	 	 2.141 
2265.650 	 -1.000 	 0.001 	 3.141 	 	 1.963 
2265.700 	 -0.996 	 -0.085 	 3.057 	 	 1.712 
2265.750 	 -0.988 	 -0.154 	 2.987 	 	 1.397 
2265.800 	 -0.979 	 -0.205 	 2.935 	 	 1.029 
2265.850 	 -0.972 	 -0.235 	 2.904 	 	 0.624 
2265.900 	 -0.970 	 -0.245 	 2.894 	 	 0.196 
2265.950 	 -0.972 	 -0.233 	 2.906 	 	 -0.239 
2266.000 	 -0.980 	 -0.201 	 2.940 	 	 -0.665 
2266.050 	 -0.989 	 -0.148 	 2.993 	 	 -1.068 
2266.100 	 -0.997 	 -0.077 	 3.064 	 	 -1.430 
2266.150 	 -1.000 	 0.010 	 3.132 	 	 -1.740 
2266.200 	 -0.994 	 0.109 	 3.033 	 	 -1.984 
2266.250 	 -0.977 	 0.215 	 2.925 	 	 -2.154 
2266.300 	 -0.946 	 0.323 	 2.813 	 	 -2.244 
2266.350 	 -0.904 	 0.427 	 2.700 	 	 -2.254 
2266.400 	 -0.852 	 0.523 	 2.591 	 	 -2.185 
2266.450 	 -0.794 	 0.608 	 2.489 	 	 -2.044 
2266.500 	 -0.735 	 0.678 	 2.397 	 	 -1.840 
2266.550 	 -0.679 	 0.734 	 2.317 	 	 -1.583 
2266.600 	 -0.631 	 0.776 	 2.253 	 	 -1.284 
2266.650 	 -0.593 	 0.805 	 2.206 	 	 -0.953 
2266.700 	 -0.569 	 0.823 	 2.176 	 	 -0.601 
2266.750 	 -0.559 	 0.829 	 2.164 	 	 -0.236 
2266.800 	 -0.564 	 0.825 	 2.171 	 	 0.135 
2266.850 	 -0.585 	 0.811 	 2.196 	 	 0.502 
2266.900 	 -0.619 	 0.785 	 2.239 	 	 0.859 
2266.950 	 -0.665 	 0.747 	 2.298 	 	 1.196 
2267.000 	 -0.719 	 0.695 	 2.374 	 	 1.505 
2267.050 	 -0.778 	 0.628 	 2.462 	 	 1.774 
2267.100 	 -0.837 	 0.548 	 2.562 	 	 1.994 
2267.150 	 -0.891 	 0.455 	 2.670 	 	 2.153 
2267.200 	 -0.936 	 0.352 	 2.782 	 	 2.242 
2267.250 	 -0.970 	 0.245 	 2.895 	 	 2.255 
2267.300 	 -0.991 	 0.137 	 3.004 	 	 2.187 
2267.350 	 -0.999 	 0.036 	 3.106 	 	 2.038 
2267.400 	 -0.998 	 -0.055 	 3.087 	 	 1.813 
2267.450 	 -0.991 	 -0.130 	 3.011 	 	 1.521 
2267.500 	 -0.982 	 -0.188 	 2.952 	 	 1.171 
2267.550 	 -0.974 	 -0.226 	 2.913 	 	 0.778 
2267.600 	 -0.970 	 -0.244 	 2.895 	 	 0.357 
2267.650 	 -0.971 	 -0.240 	 2.899 	 	 -0.077 
2267.700 	 -0.977 	 -0.215 	 2.925 	 	 -0.509 
2267.750 	 -0.985 	 -0.170 	 2.971 	 	 -0.922 
2267.800 	 -0.994 	 -0.106 	 3.036 	 	 -1.301 
2267.850 	 -1.000 	 -0.024 	 3.117 	 	 -1.632 
2267.900 	 -0.997 	 0.071 	 3.071 	 	 -1.901 
2267.950 	 -0.985 	 0.175 	 2.966 	 	 -2.100 
2268.000 	 -0.959 	 0.283 	 2.855 	 	 -2.220 
2268.050 	 -0.921 	 0.389 	 2.742 	 	 -2.259 
2268.100 	 -0.872 	 0.489 	 2.631 	 	 -2.219 
2268.150 	 -0.816 	 0.578 	 2.526 	 	 -2.104 
2268.200 	 -0.757 	 0.653 	 2.429 	 	 -1.922 
2268.250 	 -0.699 	 0.715 	 2.345 	 	 -1.684 
2268.300 	 -0.648 	 0.762 	 2.275 	 	 -1.399 
2268.350 	 -0.606 	 0.796 	 2.221 	 	 -1.079 
2268.400 	 -0.576 	 0.817 	 2.185 	 	 -0.734 
2268.450 	 -0.561 	 0.828 	 2.166 	 	 -0.373 
2268.500 	 -0.561 	 0.828 	 2.166 	 	 -0.003 
2268.550 	 -0.576 	 0.818 	 2.184 	 	 0.366 
2268.600 	 -0.605 	 0.796 	 2.221 	 	 0.728 
2268.650 	 -0.647 	 0.763 	 2.274 	 	 1.074 
2268.700 	 -0.698 	 0.716 	 2.344 	 	 1.394 
2268.750 	 -0.756 	 0.655 	 2.428 	 	 1.679 
2268.800 	 -0.815 	 0.579 	 2.524 	 	 1.919 
2268.850 	 -0.871 	 0.490 	 2.629 	 	 2.101 
2268.900 	 -0.920 	 0.391 	 2.740 	 	 2.218 
2268.950 	 -0.959 	 0.285 	 2.853 	 	 2.259 
2269.000 	 -0.984 	 0.177 	 2.964 	 	 2.221 
2269.050 	 -0.997 	 0.073 	 3.069 	 	 2.102 
2269.100 	 -1.000 	 -0.023 	 3.119 	 	 1.905 
2269.150 	 -0.995 	 -0.104 	 3.037 	 	 1.637 
2269.200 	 -0.986 	 -0.169 	 2.972 	 	 1.307 
2269.250 	 -0.977 	 -0.215 	 2.925 	 	 0.929 
2269.300 	 -0.971 	 -0.240 	 2.900 	 	 0.516 
2269.350 	 -0.970 	 -0.244 	 2.895 	 	 0.085 
2269.400 	 -0.974 	 -0.227 	 2.913 	 	 -0.350 
2269.450 	 -0.982 	 -0.189 	 2.951 	 	 -0.771 
2269.500 	 -0.991 	 -0.132 	 3.010 	 	 -1.165 
2269.550 	 -0.998 	 -0.056 	 3.085 	 	 -1.515 
2269.600 	 -0.999 	 0.034 	 3.107 	 	 -1.809 
2269.650 	 -0.991 	 0.136 	 3.006 	 	 -2.035 
2269.700 	 -0.970 	 0.243 	 2.896 	 	 -2.185 
2269.750 	 -0.937 	 0.350 	 2.784 	 	 -2.254 
2269.800 	 -0.892 	 0.453 	 2.672 	 	 -2.243 
2269.850 	 -0.838 	 0.546 	 2.564 	 	 -2.155 
2269.900 	 -0.779 	 0.627 	 2.464 	 	 -1.997 
2269.950 	 -0.720 	 0.694 	 2.375 	 	 -1.778 
2270.000 	 -0.666 	 0.746 	 2.300 	 	 -1.510 
2270.050 	 -0.620 	 0.785 	 2.239 	 	 -1.202 
2270.100 	 -0.585 	 0.811 	 2.196 	 	 -0.865 
2270.150 	 -0.565 	 0.825 	 2.171 	 	 -0.508 
2270.200 	 -0.559 	 0.829 	 2.164 	 	 -0.141 
2270.250 	 -0.568 	 0.823 	 2.175 	 	 0.229 
2270.300 	 -0.593 	 0.806 	 2.205 	 	 0.595 
2270.350 	 -0.630 	 0.777 	 2.252 	 	 0.948 
2270.400 	 -0.678 	 0.735 	 2.316 	 	 1.278 
2270.450 	 -0.734 	 0.679 	 2.395 	 	 1.578 
2270.500 	 -0.793 	 0.609 	 2.487 	 	 1.836 
2270.550 	 -0.851 	 0.525 	 2.589 	 	 2.041 
2270.600 	 -0.903 	 0.429 	 2.698 	 	 2.183 
2270.650 	 -0.946 	 0.325 	 2.811 	 	 2.253 
2270.700 	 -0.976 	 0.217 	 2.923 	 	 2.245 
2270.750 	 -0.994 	 0.111 	 3.031 	 	 2.156 
2270.800 	 -1.000 	 0.011 	 3.130 	 	 1.987 
2270.850 	 -0.997 	 -0.076 	 3.066 	 	 1.744 
2270.900 	 -0.989 	 -0.147 	 2.994 	 	 1.436 
2270.950 	 -0.980 	 -0.200 	 2.940 	 	 1.074 
2271.000 	 -0.973 	 -0.233 	 2.907 	 	 0.672 
2271.050 	 -0.970 	 -0.245 	 2.894 	 	 0.246 
2271.100 	 -0.972 	 -0.236 	 2.904 	 	 -0.189 
2271.150 	 -0.979 	 -0.206 	 2.935 	 	 -0.617 
2271.200 	 -0.988 	 -0.155 	 2.986 	 	 -1.023 
2271.250 	 -0.996 	 -0.086 	 3.055 	 	 -1.391 
2271.300 	 -1.000 	 -0.001 	 3.141 	 	 -1.707 
2271.350 	 -0.995 	 0.097 	 3.045 	 	 -1.959 
2271.400 	 -0.979 	 0.203 	 2.938 	 	 -2.138 
2271.450 	 -0.951 	 0.311 	 2.826 	 	 -2.238 
2271.500 	 -0.910 	 0.416 	 2.713 	 	 -2.257 
2271.550 	 -0.858 	 0.513 	 2.603 	 	 -2.196 
2271.600 	 -0.801 	 0.599 	 2.500 	 	 -2.063 
2271.650 	 -0.742 	 0.671 	 2.407 	 	 -1.866 
2271.700 	 -0.685 	 0.728 	 2.326 	 	 -1.615 
2271.750 	 -0.636 	 0.772 	 2.260 	 	 -1.320 
2271.800 	 -0.597 	 0.802 	 2.210 	 	 -0.993 
2271.850 	 -0.571 	 0.821 	 2.178 	 	 -0.643 
2271.900 	 -0.559 	 0.829 	 2.164 	 	 -0.278 
2271.950 	 -0.563 	 0.826 	 2.169 	 	 0.092 
2272.000 	 -0.582 	 0.813 	 2.192 	 	 0.460 
2272.050 	 -0.615 	 0.789 	 2.233 	 	 0.819 
2272.100 	 -0.659 	 0.752 	 2.291 	 	 1.159 
2272.150 	 -0.713 	 0.701 	 2.364 	 	 1.471 
2272.200 	 -0.771 	 0.637 	 2.451 	 	 1.745 
2272.250 	 -0.830 	 0.558 	 2.550 	 	 1.971 
2272.300 	 -0.885 	 0.466 	 2.657 	 	 2.138 
2272.350 	 -0.931 	 0.364 	 2.769 	 	 2.236 
2272.400 	 -0.966 	 0.257 	 2.882 	 	 2.257 
2272.450 	 -0.989 	 0.149 	 2.992 	 	 2.199 
2272.500 	 -0.999 	 0.047 	 3.095 	 	 2.059 
2272.550 	 -0.999 	 -0.045 	 3.097 	 	 1.843 
2272.600 	 -0.992 	 -0.123 	 3.019 	 	 1.558 
2272.650 	 -0.983 	 -0.183 	 2.958 	 	 1.214 
2272.700 	 -0.975 	 -0.223 	 2.917 	 	 0.825 
2272.750 	 -0.970 	 -0.243 	 2.896 	 	 0.407 
2272.800 	 -0.970 	 -0.241 	 2.898 	 	 -0.027 
2272.850 	 -0.976 	 -0.219 	 2.921 	 	 -0.460 
2272.900 	 -0.984 	 -0.176 	 2.964 	 	 -0.876 
2272.950 	 -0.993 	 -0.114 	 3.027 	 	 -1.259 
2273.000 	 -0.999 	 -0.034 	 3.107 	 	 -1.596 
2273.050 	 -0.998 	 0.059 	 3.082 	 	 -1.874 
2273.100 	 -0.987 	 0.163 	 2.978 	 	 -2.081 
2273.150 	 -0.963 	 0.270 	 2.868 	 	 -2.210 
2273.200 	 -0.926 	 0.377 	 2.755 	 	 -2.259 
2273.250 	 -0.878 	 0.478 	 2.643 	 	 -2.228 
2273.300 	 -0.823 	 0.568 	 2.537 	 	 -2.121 
2273.350 	 -0.764 	 0.645 	 2.440 	 	 -1.946 
2273.400 	 -0.706 	 0.708 	 2.354 	 	 -1.714 
2273.450 	 -0.653 	 0.757 	 2.283 	 	 -1.434 
2273.500 	 -0.610 	 0.792 	 2.227 	 	 -1.118 
2273.550 	 -0.579 	 0.816 	 2.188 	 	 -0.775 
2273.600 	 -0.562 	 0.827 	 2.167 	 	 -0.415 
2273.650 	 -0.560 	 0.829 	 2.165 	 	 -0.046 
2273.700 	 -0.573 	 0.819 	 2.181 	 	 0.324 
2273.750 	 -0.601 	 0.799 	 2.215 	 	 0.687 
2273.800 	 -0.641 	 0.767 	 2.267 	 	 1.035 
2273.850 	 -0.692 	 0.722 	 2.335 	 	 1.359 
2273.900 	 -0.749 	 0.662 	 2.418 	 	 1.648 
2273.950 	 -0.808 	 0.589 	 2.512 	 	 1.894 
2274.000 	 -0.865 	 0.501 	 2.616 	 	 2.084 
2274.050 	 -0.915 	 0.403 	 2.727 	 	 2.208 
2274.100 	 -0.955 	 0.297 	 2.840 	 	 2.259 
2274.150 	 -0.982 	 0.189 	 2.951 	 	 2.230 
2274.200 	 -0.996 	 0.084 	 3.057 	 	 2.120 
2274.250 	 -1.000 	 -0.012 	 3.129 	 	 1.932 
2274.300 	 -0.995 	 -0.096 	 3.046 	 	 1.671 
2274.350 	 -0.987 	 -0.162 	 2.978 	 	 1.348 
2274.400 	 -0.978 	 -0.210 	 2.930 	 	 0.974 
2274.450 	 -0.971 	 -0.238 	 2.901 	 	 0.565 
2274.500 	 -0.970 	 -0.244 	 2.895 	 	 0.135 
2274.550 	 -0.973 	 -0.230 	 2.910 	 	 -0.300 
2274.600 	 -0.981 	 -0.194 	 2.946 	 	 -0.724 
2274.650 	 -0.990 	 -0.139 	 3.002 	 	 -1.121 
2274.700 	 -0.998 	 -0.066 	 3.076 	 	 -1.477 
2274.750 	 -1.000 	 0.023 	 3.118 	 	 -1.778 
2274.800 	 -0.992 	 0.123 	 3.018 	 	 -2.012 
2274.850 	 -0.973 	 0.230 	 2.909 	 	 -2.171 
2274.900 	 -0.941 	 0.338 	 2.797 	 	 -2.250 
2274.950 	 -0.897 	 0.441 	 2.684 	 	 -2.248 
2275.000 	 -0.844 	 0.536 	 2.576 	 	 -2.169 
2275.050 	 -0.786 	 0.618 	 2.475 	 	 -2.018 
2275.100 	 -0.727 	 0.687 	 2.385 	 	 -1.806 
2275.150 	 -0.672 	 0.741 	 2.308 	 	 -1.543 
2275.200 	 -0.625 	 0.781 	 2.246 	 	 -1.239 
2275.250 	 -0.589 	 0.808 	 2.200 	 	 -0.905 
2275.300 	 -0.566 	 0.824 	 2.173 	 	 -0.550 
2275.350 	 -0.559 	 0.829 	 2.164 	 	 -0.184 
2275.400 	 -0.566 	 0.824 	 2.173 	 	 0.187 
2275.450 	 -0.589 	 0.808 	 2.201 	 	 0.553 
2275.500 	 -0.625 	 0.781 	 2.246 	 	 0.908 
2275.550 	 -0.672 	 0.740 	 2.308 	 	 1.242 
2275.600 	 -0.727 	 0.686 	 2.385 	 	 1.545 
2275.650 	 -0.786 	 0.618 	 2.476 	 	 1.808 
2275.700 	 -0.845 	 0.535 	 2.577 	 	 2.020 
2275.750 	 -0.898 	 0.441 	 2.685 	 	 2.170 
2275.800 	 -0.941 	 0.337 	 2.798 	 	 2.249 
2275.850 	 -0.973 	 0.229 	 2.910 	 	 2.250 
2275.900 	 -0.992 	 0.123 	 3.019 	 	 2.170 
2275.950 	 -1.000 	 0.022 	 3.119 	 	 2.011 
2276.000 	 -0.998 	 -0.066 	 3.075 	 	 1.776 
2276.050 	 -0.990 	 -0.140 	 3.001 	 	 1.475 
2276.100 	 -0.981 	 -0.195 	 2.945 	 	 1.118 
2276.150 	 -0.973 	 -0.230 	 2.909 	 	 0.720 
2276.200 	 -0.970 	 -0.244 	 2.895 	 	 0.296 
2276.250 	 -0.971 	 -0.238 	 2.902 	 	 -0.139 
2276.300 	 -0.978 	 -0.210 	 2.930 	 	 -0.569 
2276.350 	 -0.987 	 -0.162 	 2.979 	 	 -0.978 
2276.400 	 -0.995 	 -0.095 	 3.046 	 	 -1.351 
2276.450 	 -1.000 	 -0.012 	 3.130 	 	 -1.674 
2276.500 	 -0.996 	 0.085 	 3.056 	 	 -1.934 
2276.550 	 -0.982 	 0.190 	 2.950 	 	 -2.122 
2276.600 	 -0.955 	 0.298 	 2.839 	 	 -2.231 
2276.650 	 -0.915 	 0.404 	 2.726 	 	 -2.258 
2276.700 	 -0.865 	 0.502 	 2.616 	 	 -2.207 
2276.750 	 -0.808 	 0.589 	 2.511 	 	 -2.082 
2276.800 	 -0.749 	 0.663 	 2.417 	 	 -1.892 
2276.850 	 -0.692 	 0.722 	 2.335 	 	 -1.646 
2276.900 	 -0.641 	 0.767 	 2.267 	 	 -1.356 
2276.950 	 -0.601 	 0.800 	 2.215 	 	 -1.032 
2277.000 	 -0.573 	 0.820 	 2.181 	 	 -0.684 
2277.050 	 -0.560 	 0.829 	 2.165 	 	 -0.321 
2277.100 	 -0.562 	 0.827 	 2.167 	 	 0.049 
2277.150 	 -0.579 	 0.815 	 2.188 	 	 0.418 
2277.200 	 -0.610 	 0.792 	 2.227 	 	 0.778 
2277.250 	 -0.654 	 0.757 	 2.283 	 	 1.121 
2277.300 	 -0.706 	 0.708 	 2.355 	 	 1.437 
2277.350 	 -0.764 	 0.645 	 2.441 	 	 1.716 
2277.400 	 -0.823 	 0.567 	 2.538 	 	 1.948 
2277.450 	 -0.879 	 0.477 	 2.644 	 	 2.122 
2277.500 	 -0.926 	 0.376 	 2.756 	 	 2.228 
2277.550 	 -0.963 	 0.270 	 2.869 	 	 2.259 
2277.600 	 -0.987 	 0.162 	 2.979 	 	 2.210 
2277.650 	 -0.998 	 0.058 	 3.083 	 	 2.079 
2277.700 	 -0.999 	 -0.035 	 3.107 	 	 1.872 
2277.750 	 -0.993 	 -0.115 	 3.027 	 	 1.594 
2277.800 	 -0.984 	 -0.177 	 2.964 	 	 1.256 
2277.850 	 -0.976 	 -0.219 	 2.920 	 	 0.872 
2277.900 	 -0.970 	 -0.242 	 2.898 	 	 0.456 
2277.950 	 -0.970 	 -0.243 	 2.896 	 	 0.023 
2278.000 	 -0.975 	 -0.223 	 2.917 	 	 -0.410 
2278.050 	 -0.983 	 -0.182 	 2.958 	 	 -0.829 
2278.100 	 -0.993 	 -0.122 	 3.019 	 	 -1.217 
2278.150 	 -0.999 	 -0.044 	 3.097 	 	 -1.560 
2278.200 	 -0.999 	 0.048 	 3.094 	 	 -1.845 
2278.250 	 -0.989 	 0.150 	 2.991 	 	 -2.061 
2278.300 	 -0.966 	 0.258 	 2.881 	 	 -2.199 
2278.350 	 -0.931 	 0.365 	 2.768 	 	 -2.258 
2278.400 	 -0.884 	 0.467 	 2.656 	 	 -2.235 
2278.450 	 -0.830 	 0.558 	 2.549 	 	 -2.137 
2278.500 	 -0.771 	 0.637 	 2.451 	 	 -1.970 
2278.550 	 -0.712 	 0.702 	 2.364 	 	 -1.743 
2278.600 	 -0.659 	 0.752 	 2.290 	 	 -1.468 
2278.650 	 -0.614 	 0.789 	 2.232 	 	 -1.156 
2278.700 	 -0.582 	 0.813 	 2.192 	 	 -0.816 
2278.750 	 -0.563 	 0.827 	 2.169 	 	 -0.457 
2278.800 	 -0.559 	 0.829 	 2.164 	 	 -0.089 
2278.850 	 -0.571 	 0.821 	 2.178 	 	 0.281 
2278.900 	 -0.597 	 0.802 	 2.211 	 	 0.646 
2278.950 	 -0.636 	 0.771 	 2.260 	 	 0.996 
2279.000 	 -0.686 	 0.728 	 2.327 	 	 1.323 
2279.050 	 -0.742 	 0.670 	 2.407 	 	 1.617 
2279.100 	 -0.802 	 0.598 	 2.501 	 	 1.868 
2279.150 	 -0.859 	 0.512 	 2.604 	 	 2.065 
2279.200 	 -0.910 	 0.415 	 2.714 	 	 2.197 
2279.250 	 -0.951 	 0.310 	 2.827 	 	 2.257 
2279.300 	 -0.979 	 0.202 	 2.939 	 	 2.237 
2279.350 	 -0.995 	 0.096 	 3.045 	 	 2.137 
2279.400 	 -1.000 	 -0.002 	 3.140 	 	 1.957 
2279.450 	 -0.996 	 -0.087 	 3.055 	 	 1.705 
2279.500 	 -0.988 	 -0.156 	 2.985 	 	 1.388 
2279.550 	 -0.979 	 -0.206 	 2.934 	 	 1.020 
2279.600 	 -0.972 	 -0.236 	 2.904 	 	 0.614 
2279.650 	 -0.970 	 -0.245 	 2.894 	 	 0.185 
2279.700 	 -0.973 	 -0.233 	 2.907 	 	 -0.250 
2279.750 	 -0.980 	 -0.200 	 2.941 	 	 -0.676 
2279.800 	 -0.989 	 -0.147 	 2.994 	 	 -1.077 
2279.850 	 -0.997 	 -0.075 	 3.066 	 	 -1.439 
2279.900 	 -1.000 	 0.012 	 3.129 	 	 -1.747 
2279.950 	 -0.994 	 0.111 	 3.030 	 	 -1.989 
2280.000 	 -0.976 	 0.218 	 2.922 	 	 -2.157 
2280.050 	 -0.945 	 0.326 	 2.810 	 	 -2.245 
2280.100 	 -0.903 	 0.430 	 2.697 	 	 -2.253 
2280.150 	 -0.851 	 0.526 	 2.588 	 	 -2.182 
2280.200 	 -0.793 	 0.610 	 2.486 	 	 -2.039 
2280.250 	 -0.734 	 0.680 	 2.394 	 	 -1.834 
2280.300 	 -0.678 	 0.735 	 2.316 	 	 -1.576 
2280.350 	 -0.630 	 0.777 	 2.252 	 	 -1.276 
2280.400 	 -0.592 	 0.806 	 2.205 	 	 -0.945 
2280.450 	 -0.568 	 0.823 	 2.175 	 	 -0.592 
2280.500 	 -0.559 	 0.829 	 2.164 	 	 -0.226 
2280.550 	 -0.565 	 0.825 	 2.171 	 	 0.144 
2280.600 	 -0.586 	 0.811 	 2.197 	 	 0.511 
2280.650 	 -0.620 	 0.784 	 2.240 	 	 0.868 
2280.700 	 -0.666 	 0.746 	 2.300 	 	 1.204 
2280.750 	 -0.721 	 0.693 	 2.376 	 	 1.512 
2280.800 	 -0.780 	 0.626 	 2.465 	 	 1.780 
2280.850 	 -0.838 	 0.545 	 2.565 	 	 1.999 
2280.900 	 -0.892 	 0.452 	 2.672 	 	 2.156 
2280.950 	 -0.937 	 0.349 	 2.785 	 	 2.244 
2281.000 	 -0.970 	 0.242 	 2.897 	 	 2.254 
2281.050 	 -0.991 	 0.135 	 3.007 	 	 2.184 
2281.100 	 -0.999 	 0.033 	 3.108 	 	 2.033 
2281.150 	 -0.998 	 -0.057 	 3.085 	 	 1.807 
2281.200 	 -0.991 	 -0.132 	 3.009 	 	 1.512 
2281.250 	 -0.982 	 -0.190 	 2.951 	 	 1.162 
2281.300 	 -0.974 	 -0.227 	 2.913 	 	 0.768 
2281.350 	 -0.970 	 -0.244 	 2.895 	 	 0.346 
2281.400 	 -0.971 	 -0.240 	 2.900 	 	 -0.088 
2281.450 	 -0.977 	 -0.214 	 2.926 	 	 -0.520 
2281.500 	 -0.986 	 -0.169 	 2.972 	 	 -0.932 
2281.550 	 -0.995 	 -0.104 	 3.038 	 	 -1.310 
2281.600 	 -1.000 	 -0.022 	 3.120 	 	 -1.639 
2281.650 	 -0.997 	 0.073 	 3.068 	 	 -1.907 
2281.700 	 -0.984 	 0.178 	 2.963 	 	 -2.104 
2281.750 	 -0.958 	 0.286 	 2.852 	 	 -2.222 
2281.800 	 -0.920 	 0.392 	 2.739 	 	 -2.259 
2281.850 	 -0.871 	 0.491 	 2.628 	 	 -2.217 
2281.900 	 -0.815 	 0.580 	 2.523 	 	 -2.100 
2281.950 	 -0.755 	 0.655 	 2.427 	 	 -1.917 
2282.000 	 -0.698 	 0.716 	 2.343 	 	 -1.677 
2282.050 	 -0.646 	 0.763 	 2.274 	 	 -1.391 
2282.100 	 -0.605 	 0.796 	 2.220 	 	 -1.071 
2282.150 	 -0.575 	 0.818 	 2.184 	 	 -0.725 
2282.200 	 -0.561 	 0.828 	 2.166 	 	 -0.363 
2282.250 	 -0.561 	 0.828 	 2.166 	 	 0.006 
2282.300 	 -0.576 	 0.817 	 2.185 	 	 0.376 
2282.350 	 -0.606 	 0.796 	 2.222 	 	 0.737 
2282.400 	 -0.648 	 0.762 	 2.276 	 	 1.082 
2282.450 	 -0.700 	 0.714 	 2.346 	 	 1.402 
2282.500 	 -0.757 	 0.653 	 2.430 	 	 1.686 
2282.550 	 -0.817 	 0.577 	 2.526 	 	 1.924 
2282.600 	 -0.873 	 0.488 	 2.632 	 	 2.105 
2282.650 	 -0.921 	 0.388 	 2.743 	 	 2.220 
2282.700 	 -0.959 	 0.282 	 2.856 	 	 2.259 
2282.750 	 -0.985 	 0.174 	 2.967 	 	 2.219 
2282.800 	 -0.998 	 0.070 	 3.072 	 	 2.098 
2282.850 	 -1.000 	 -0.025 	 3.117 	 	 1.899 
2282.900 	 -0.994 	 -0.106 	 3.035 	 	 1.629 
2282.950 	 -0.985 	 -0.170 	 2.970 	 	 1.298 
2283.000 	 -0.977 	 -0.215 	 2.924 	 	 0.918 
2283.050 	 -0.971 	 -0.240 	 2.899 	 	 0.505 
2283.100 	 -0.970 	 -0.244 	 2.895 	 	 0.074 
2283.150 	 -0.974 	 -0.226 	 2.913 	 	 -0.361 
2283.200 	 -0.982 	 -0.188 	 2.953 	 	 -0.782 
2283.250 	 -0.992 	 -0.130 	 3.011 	 	 -1.174 
2283.300 	 -0.999 	 -0.054 	 3.087 	 	 -1.523 
2283.350 	 -0.999 	 0.037 	 3.105 	 	 -1.815 
2283.400 	 -0.990 	 0.138 	 3.003 	 	 -2.040 
2283.450 	 -0.969 	 0.245 	 2.894 	 	 -2.188 
2283.500 	 -0.936 	 0.353 	 2.781 	 	 -2.255 
2283.550 	 -0.890 	 0.455 	 2.669 	 	 -2.242 
2283.600 	 -0.836 	 0.548 	 2.561 	 	 -2.152 
2283.650 	 -0.778 	 0.629 	 2.462 	 	 -1.992 
2283.700 	 -0.719 	 0.695 	 2.373 	 	 -1.772 
2283.750 	 -0.665 	 0.747 	 2.298 	 	 -1.502 
2283.800 	 -0.619 	 0.785 	 2.238 	 	 -1.193 
2283.850 	 -0.585 	 0.811 	 2.195 	 	 -0.856 
2283.900 	 -0.564 	 0.826 	 2.170 	 	 -0.499 
